,id,skill,category,confidence score
434,4198136920.0,test,Skill,0.88
435,4198136920.0,machine learning,Skill,0.98
436,4198136920.0,data science models,Skill,0.84
437,4198136920.0,supply,Skill,0.59
438,4198136920.0,system,Skill,0.64
439,4198136920.0,creative,Skill,0.72
440,4198136920.0,algorithms,Skill,0.55
441,4198136920.0,machine learning,Skill,0.97
442,4198136920.0,data science,Skill,0.78
443,4198136920.0,innovation,Skill,0.96
444,4198136920.0,data scientists,PersonType,0.96
445,4198136920.0,software engineers,PersonType,0.93
446,4198136920.0,business operation,Skill,0.68
447,4198136920.0,teams.ph,Organization,0.9
448,4198136920.0,degree,Quantity,0.8
449,4198136920.0,3 years,DateTime,0.8
450,4198136920.0,computer science,Skill,0.99
451,4198136920.0,economics,Skill,1.0
452,4198136920.0,electrical,Skill,0.97
453,4198136920.0,computer engineering,Skill,0.91
454,4198136920.0,operations research,Skill,1.0
455,4198136920.0,mathematics,Skill,0.99
456,4198136920.0,statistics,Skill,0.99
457,4198136920.0,machine learning,Skill,0.99
458,4198136920.0,deep learning,Skill,0.98
459,4198136920.0,data mining,Skill,0.99
460,4198136920.0,algorithmic foundations,Skill,0.83
461,4198136920.0,optimization,Skill,0.83
462,4198136920.0,machine learning,Skill,0.94
463,4198136920.0,one,Quantity,0.8
464,4198136920.0,programming languages,Skill,0.87
465,4198136920.0,python,Skill,1.0
466,4198136920.0,r,Skill,1.0
467,4198136920.0,scala,Skill,0.99
468,4198136920.0,one,Quantity,0.8
469,4198136920.0,processing,Skill,0.65
470,4198136920.0,economics,Skill,0.96
471,4198136920.0,self-motivated,Skill,0.97
472,4198136920.0,independent,PersonType,0.5
473,4198136920.0,learner,PersonType,0.64
474,4198136920.0,team members,PersonType,0.79
475,4198136920.0,oriented,Skill,0.51
476,4198136920.0,time manager,PersonType,0.7
477,4196737935.0,5 years,DateTime,0.8
478,4196737935.0,data science,Skill,0.85
479,4196737935.0,programming,Skill,0.91
480,4196737935.0,data science,Skill,0.99
481,4196737935.0,software engineering,Skill,1.0
482,4196737935.0,programming language,Skill,0.94
483,4196737935.0,r,Skill,0.99
484,4196737935.0,matlab,Skill,0.99
485,4196737935.0,c,Skill,0.98
486,4196737935.0,programmer,PersonType,0.54
487,4196737935.0,timeframe.an,Organization,0.9
488,4196737935.0,libraries,Skill,0.64
489,4196737935.0,data science,Skill,0.96
490,4196737935.0,numpy,Skill,0.94
491,4196737935.0,pandas,Skill,0.85
492,4196737935.0,scikit-learn,Skill,0.91
493,4196737935.0,framework,Skill,0.55
494,4196737935.0,tensorflow,Skill,0.94
495,4196737935.0,pytorch,Skill,0.93
496,4196737935.0,caffe,Skill,0.9
497,4196737935.0,mathematical competence,Skill,0.95
498,4196737935.0,statistics,Skill,0.95
499,4196737935.0,data science,Skill,0.99
500,4196737935.0,machine learning,Skill,1.0
501,4196737935.0,model cross validation,Skill,0.99
502,4196737935.0,bayesian inference,Skill,1.0
503,4196737935.0,time-series analysis,Skill,1.0
504,4196737935.0,nlp,Skill,0.63
505,4196737935.0,querying,Skill,0.44
506,4196737935.0,develop,Skill,0.52
507,4196737935.0,algorithms,Skill,0.96
508,4196737935.0,innovative,Skill,0.74
509,4196737935.0,leadership,Skill,0.85
510,4196737935.0,technical capabilities,Skill,0.81
511,4196737935.0,professional development,Skill,0.99
512,4196737935.0,data scientists,PersonType,0.94
513,4196737935.0,collaborative,Skill,0.81
514,4196737935.0,culture.an,Organization,0.9
515,4196737935.0,scientific method,Skill,0.98
516,4196737935.0,business,Skill,0.98
517,4196737935.0,mathematical framework,Skill,0.91
518,4196737935.0,creativity,Skill,1.0
519,4196737935.0,project management,Skill,0.98
520,4196737935.0,clients,PersonType,0.99
521,4196737935.0,business,Skill,0.87
522,4196737935.0,written,Skill,0.84
523,4196737935.0,persuasiveness,Skill,0.77
524,4196737935.0,audience,PersonType,0.53
525,4196737935.0,project plan,Skill,0.64
526,4196737935.0,technical feasibility,Skill,0.69
527,4196737935.0,estimating,Skill,0.79
528,4196737935.0,research,Skill,0.88
529,4196737935.0,conference,Skill,0.71
530,4196737935.0,conference talks,Event,0.79
531,4196737935.0,programming languages,Skill,0.67
532,4196737935.0,stan,Skill,0.53
533,4196737935.0,data scientists,PersonType,0.92
534,4196737935.0,innovative,Skill,0.7
535,4196737935.0,people.be,Organization,0.9
536,4196737935.0,learning,Skill,0.56
537,4196737935.0,motivating,Skill,0.52
538,4196737935.0,create.work,Organization,0.9
539,4196737935.0,supportive,Skill,0.5
540,4197171195.0,tensorflows,Skill,0.69
541,4197171195.0,tensorflows,Product,0.85
542,4197171195.0,pytorch,Skill,0.73
543,4197171195.0,pytorch,Product,0.96
544,4197171195.0,keras,Skill,0.93
545,4197171195.0,keras,Product,0.94
546,4197171195.0,pyspark,Organization,0.52
547,4196635954.0,data science,Skill,1.0
548,4196635954.0,data models,Skill,0.99
549,4196635954.0,data mapping,Skill,0.99
550,4196635954.0,data re-structuring,Skill,0.99
551,4196635954.0,methodology,Skill,0.53
552,4196635954.0,data analysis,Skill,0.92
553,4196635954.0,cross-analyze data,Skill,0.94
554,4196635954.0,market,Skill,0.93
555,4196635954.0,business insights,Skill,0.99
556,4196635954.0,strategic,Skill,0.86
557,4196635954.0,deep data analysis,Skill,0.93
558,4196635954.0,research,Skill,0.98
559,4196635954.0,database,Skill,0.75
560,4196635954.0,online,Skill,0.63
561,4196635954.0,systems data,Skill,0.99
562,4196635954.0,marketing,Skill,0.95
563,4196635954.0,clients,PersonType,0.91
564,4196635954.0,prospects,PersonType,0.69
565,4196635954.0,market research,Skill,0.93
566,4196635954.0,market data,Skill,0.8
567,4196635954.0,dashboards,Skill,0.92
568,4196635954.0,communicate,Skill,0.76
569,4196635954.0,business,Skill,0.68
570,4196635954.0,3,Quantity,0.8
571,4196635954.0,predictive,Skill,0.82
572,4196635954.0,probabilistic models,Skill,0.63
573,4196635954.0,clustering algorithms,Skill,0.68
574,4196635954.0,innovative,Skill,0.53
575,4196635954.0,proactive thinking,Skill,0.71
576,4196635954.0,coding,Skill,0.75
577,4196635954.0,excel,Product,0.38
578,4196635954.0,database applications,Skill,0.87
579,4196635954.0,research,Skill,1.0
580,4196635954.0,analytical skills,Skill,0.96
581,4196635954.0,interpersonal,Skill,0.99
582,4196635954.0,communication,Skill,0.98
583,4196635954.0,self-learning,Skill,0.86
584,4080437460.0,researching,Skill,1.0
585,4080437460.0,implementing,Skill,0.89
586,4080437460.0,machine learning,Skill,0.95
587,4080437460.0,automate,Skill,0.71
588,4080437460.0,pricing analyses,Skill,0.8
589,4080437460.0,technology,Skill,0.61
590,4080437460.0,infrastructure,Skill,0.51
591,4080437460.0,data,Skill,0.73
592,4080437460.0,data sources,Skill,0.95
593,4080437460.0,learning algorithms,Skill,0.99
594,4080437460.0,compare,Skill,0.92
595,4080437460.0,pricing,Skill,0.49
596,4080437460.0,predictive rental pricing models,Skill,0.78
597,4080437460.0,scoring,Skill,0.53
598,4080437460.0,algorithms,Skill,1.0
599,4080437460.0,develop,Skill,0.96
600,4080437460.0,implement,Skill,0.63
601,4080437460.0,data integrity,Skill,0.89
602,4080437460.0,monitoring,Skill,0.79
603,4080437460.0,cleaning,Skill,0.75
604,4080437460.0,data sets,Skill,0.87
605,4080437460.0,document,Skill,1.0
606,4080437460.0,tenant,PersonType,0.49
607,4080437460.0,tenant,PersonType,0.61
608,4080437460.0,tenants,PersonType,0.93
609,4080437460.0,develop,Skill,0.99
610,4080437460.0,present,Skill,0.98
611,4080437460.0,powerpoints,Skill,0.71
612,4080437460.0,reporting,Skill,0.97
613,4080437460.0,business,Skill,0.66
614,4080437460.0,business,PersonType,0.8
615,4080437460.0,leaders,PersonType,0.53
616,4080437460.0,algorithms,Skill,1.0
617,4080437460.0,concepts,Skill,0.98
618,4080437460.0,insights,Skill,0.99
619,4080437460.0,coaching,Skill,0.99
620,4080437460.0,mentoring,Skill,1.0
621,4080437460.0,junior pricing analysts,PersonType,0.6
622,4080437460.0,coordinators,PersonType,0.99
623,4080437460.0,incumbents,PersonType,0.59
624,4080437460.0,manager,PersonType,0.7
625,4080437460.0,indoors,Location,0.6
626,4080437460.0,office environment,Location,0.71
627,4080437460.0,may,DateTime,0.8
628,4080437460.0,several hours,DateTime,0.8
629,4080437460.0,computer screens,Product,0.7
630,4080437460.0,computers,Product,0.98
631,4080437460.0,printers,Product,0.98
632,4080437460.0,copiers,Product,0.98
633,4080437460.0,degree,Quantity,0.8
634,4080437460.0,applied mathematics,Skill,0.83
635,4080437460.0,statistics,Skill,0.97
636,4080437460.0,computer science,Skill,0.97
637,4080437460.0,education,Skill,0.74
638,4080437460.0,3 years,DateTime,0.8
639,4080437460.0,data science,Skill,0.9
640,4080437460.0,machine learning,Skill,0.93
641,4080437460.0,microsoft,Organization,0.72
642,4080437460.0,amazon,Organization,0.53
643,4080437460.0,machine learning,Skill,0.86
644,4080437460.0,data science,Skill,0.92
645,4080437460.0,manipulation,Skill,0.55
646,4080437460.0,statistical models,Skill,0.96
647,4080437460.0,statistics,Skill,0.54
648,4080437460.0,data ingestion,Skill,0.99
649,4080437460.0,relational databases,Skill,0.96
650,4080437460.0,machine learning,Skill,1.0
651,4080437460.0,decision trees,Skill,1.0
652,4080437460.0,regression,Skill,1.0
653,4080437460.0,classification,Skill,0.71
654,4080437460.0,segmentation models,Skill,0.99
655,4080437460.0,property management,Skill,1.0
